,link,price,field_carat_weight,field_brand,field_metal,field_ring_size,field_marketplace,field_shape,field_ring_center_stone_weight,field_clarity,field_cut,field_certification,field_lab_grown_diamond,field_ring_karat,field_color,field_certificate_number,field_ring_side_stone_weight,field_clarity_side_stone,field_clarity_enhanced,field_gender,field_vip_listing,field_diamonds_weight,field_wedding_bands_style,field_kind,field_stone,field_carat_weight_open,field_jewelry_bracelets_style,field_type_jewelry,field_material,field_jewelry_style
721,https://www.idonowidont.com/diamonds/18k-white-gold-engagement-ring-fancy-dark-gray-center-diamond-video-632716,"$7,561.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.52ct,,,Certification:GIA,,Karat:18k,Center Stone Color:Other,Certificate #:1152492496,Side stone weights (if applicable):0.37ct,,,,,,,,,,,,,
722,https://www.idonowidont.com/diamonds/charming-18k-white-gold-engagement-ring-features-125-ct-diamonds-628791,"$4,726.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:7.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.25ct,Center stone clarity:I1,,Certification:OTHER,,Karat:18k,Center Stone Color:H,,Side stone weights (if applicable):0.75ct,,,,,,,,,,,,,
723,https://www.idonowidont.com/diamonds/charming-120-ct-diamond-ring-632721,"$7,545.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:7.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Oval,Center stone weight:1.20ct,,,Certification:GIA,,Karat:18k,Center Stone Color:Other,Certificate #:5161093709,Side stone weights (if applicable):0.35ct,,,,,,,,,,,,,
724,https://www.idonowidont.com/diamonds/14k-white-gold-engagement-ring-center-210ct-round-cut-diamond-619376,"$13,000.00",Carat:4.00 ct or more,,Metal Type:White Gold,Ring size:7.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:2.10ct,Center stone clarity:I1,,Certification:OTHER,,Karat:14k,Center Stone Color:H,Certificate #:AGI,Side stone weights (if applicable):1.90ct,,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
725,https://www.idonowidont.com/diamonds/engagement-ring-353-ct-total-diamond-weight-video-640551,"$7,800.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,Ring size:7.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.73ct,Center stone clarity:I1,,Certification:OTHER,,Karat:18k,Center Stone Color:F,,Side stone weights (if applicable):1.80ct,,,,,,,,,,,,,
726,https://www.idonowidont.com/diamonds/white-gold-engagement-ring-solitaire-101ct-princess-cut-diamond-623606,"$5,082.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:1.01ct,Center stone clarity:SI1,,Certification:OTHER,,Karat:14k,Center Stone Color:E,,,,,,,,,,,,,,,
727,https://www.idonowidont.com/diamonds/fashion-ring-features-center-13-mm-radius-pink-amethyst-video-640596,"$4,100.00",Carat:4.00 ct or more,,Metal Type:White Gold,Ring size:8.00,Marketplace: Pre-OwnedEngagement Rings,,Center stone weight:6.00ct,,,Certification:OTHER,,Karat:18k,,,Side stone weights (if applicable):1.50ct,,,,,,,,,,,,,
728,https://www.idonowidont.com/diamonds/amazing-097-ct-engagement-ring-632706,"$5,122.00",Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.97ct,,,Certification:GIA,,Karat:18k,Center Stone Color:Other,Certificate #:2155073521,Side stone weights (if applicable):0.45ct,,,,,,,,,,,,,
729,https://www.idonowidont.com/diamonds/18k-white-gold-engagement-ring-fancy-greenish-yellow-brown-center-diamond-632711,"$7,500.00",,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.51ct,,,Certification:GIA,,Karat:18k,Center Stone Color:Other,Certificate #:2155492536,Side stone weights (if applicable):0.28ct,,,,,,,,,,,,,
730,https://www.idonowidont.com/diamonds/delicate-rose-gold-engagement-ring-features-oval-100ct-diamond-video-621746,"$4,000.00",Carat:0.0 - 1.0 ct,,Metal Type:Rose Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Oval,Center stone weight:1.00ct,Center stone clarity:SI2,,Certification:OTHER,,Karat:14k,Center Stone Color:G,,Side stone weights (if applicable):0.32ct,,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
731,https://www.idonowidont.com/diamonds/classic-three-stone-diamond-engagement-ring-diamonds-sides-crafted-18k-yellow-gold-619366,"$20,647.00",Carat:3.01 - 4.00 ct,,Metal Type:Yellow Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:2.00ct,Center stone clarity:SI1,,,,Karat:18k,Center Stone Color:H,,Side stone weights (if applicable):1.06ct,Side stone clarity:SI1,,,,,,,,,,,,
732,https://www.idonowidont.com/diamonds/modern-14k-white-gold-engagement-ring-center-100ct-round-diamond-619371,"$4,375.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.00ct,Center stone clarity:SI1,,Certification:OTHER,,Karat:14k,Center Stone Color:I,Certificate #:AGI,Side stone weights (if applicable):0.60ct,,,,,,,,,,,,,
733,https://www.idonowidont.com/diamonds/amazing-sapphire-655756,"$5,450.00",Carat:1.01 - 2.00 ct,,Metal Type:Platinum,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Oval,Center stone weight:1.40ct,,Cut:Very Good,Certification:AGI,,,,Certificate #:AGI,Side stone weights (if applicable):0.60ct,,,,,,,,,,,,,
734,https://www.idonowidont.com/diamonds/fantastic-sapphire-655771,"$4,950.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:1.70ct,,,Certification:AGI,,Karat:14k,,Certificate #:AGI,Side stone weights (if applicable):0.50ct,,,,,,,,,,,,,
735,https://www.idonowidont.com/diamonds/263-halo-diamond-engagement-ring-yellow-gold-free-wedding-band-632516,"$15,900.00",Carat:2.01 - 3.00 ct,,Metal Type:Yellow Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:2.03ct,Center stone clarity:SI1,,Certification:GIA,,Karat:14k,Center Stone Color:J,,Side stone weights (if applicable):0.60ct,,,,,,,,,,,,,
736,https://www.idonowidont.com/diamonds/charming-yellow-gold-fashion-ring-video-643651,"$1,550.00",,,Metal Type:Yellow Gold,Ring size:7.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.50ct,,,Certification:OTHER,,Karat:14k,,,,,,,,,,,,,,,,
737,https://www.idonowidont.com/diamonds/engagement-ring-center-cushion-cut-103ct-diamond-video-648901,"$4,500.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:4.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:1.03ct,Center stone clarity:SI2,Cut:Very Good,Certification:AGI,,Karat:14k,Center Stone Color:H,,Side stone weights (if applicable):0.50ct,,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
738,https://www.idonowidont.com/diamonds/certified-14k-white-gold-engagement-ring-center-166ct-cushion-cut-diamond-623451,"$11,765.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:1.66ct,Center stone clarity:SI1,Cut:Very Good,Certification:OTHER,,Karat:14k,Center Stone Color:G,,Side stone weights (if applicable):0.75ct,,,,,,,,,,,,,
739,https://www.idonowidont.com/diamonds/18k-white-gold-engagement-ring-fancy-brownish-yellow-center-diamond-632571,"$7,159.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.30ct,,,Certification:GIA,,Karat:18k,Center Stone Color:Other,Certificate #:1152492516,Side stone weights (if applicable):1.30ct,,,,,,,,,,,,,
740,https://www.idonowidont.com/diamonds/engagement-ring-150ct-princess-and-round-cut-diamonds-636371,"$2,500.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:1.50ct,Center stone clarity:VS2,,Certification:OTHER,,Karat:14k,Center Stone Color:F,,,,,,,,,,,,,,,
741,https://www.idonowidont.com/diamonds/video-classic-white-gold-diamond-band-643656,"$3,300.00",Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.25ct,,,Certification:OTHER,,Karat:14k,,,,,,,,,,,,,,,,
742,https://www.idonowidont.com/diamonds/classic-white-gold-diamond-engagement-ring-623341,"$7,899.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.45ct,Center stone clarity:SI1,,Certification:OTHER,,Karat:14k,Center Stone Color:G,,,,,,,,,,,,,,,
743,https://www.idonowidont.com/diamonds/certified18k-white-gold-engagement-ring-center-157ct-princess-cut-diamond-623361,"$6,500.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:7.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:1.57ct,Center stone clarity:SI1,,Certification:OTHER,,Karat:18k,Center Stone Color:F,Certificate #:AGI,Side stone weights (if applicable):1.00ct,,,,,,,,,,,,,
744,https://www.idonowidont.com/diamonds/gorgeous-115-ct-diamond-ring-632576,"$8,000.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:1.15ct,,,Certification:GIA,,Karat:18k,Center Stone Color:Other,Certificate #:1152555529,Side stone weights (if applicable):0.32ct,,,,,,,,,,,,,
745,https://www.idonowidont.com/diamonds/14k-white-gold-engagement-ring-302ct-natural-princess-cut-diamond-629791,"$27,372.00",Carat:4.00 ct or more,,Metal Type:White Gold,Ring size:7.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:3.02ct,Center stone clarity:VS1,,Certification:AGI,,Karat:14k,Center Stone Color:H,,Side stone weights (if applicable):1.00ct,,,,,,,,,,,,,
746,https://www.idonowidont.com/diamonds/engagement-ring-103ct-total-diamond-weight-636401,"$5,375.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Marquise,Center stone weight:1.03ct,Center stone clarity:SI1,,Certification:OTHER,,Karat:14k,Center Stone Color:G,,,,,,,,,,,,,,,
747,https://www.idonowidont.com/diamonds/dazzling-three-stone-engagement-ring-features-140ct-total-diamonds-620541,"$3,975.00",Carat:1.01 - 2.00 ct,,Metal Type:Platinum,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.80ct,Center stone clarity:SI1,,Certification:AGI,,,Center Stone Color:F,Certificate #:DR1903210001,Side stone weights (if applicable):0.60ct,,,,,,,,,,,,,
748,https://www.idonowidont.com/diamonds/18kt-white-gold-diamond-wedding-band-125ct-diamonds-video-643661,"$2,750.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.25ct,,,Certification:OTHER,,Karat:18k,,,Side stone weights (if applicable):1.25ct,,,,,,,,,,,,,
749,https://www.idonowidont.com/diamonds/elegant-white-gold-diamond-band-video-643666,"$2,500.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:8.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:1.25ct,,,Certification:OTHER,,Karat:14k,Center Stone Color:G,,Side stone weights (if applicable):1.25ct,,,,,,,,,,,,,
750,https://www.idonowidont.com/diamonds/extraordinary-18k-white-gold-engagement-ring-center-125ct-round-diamond-621396,"$6,812.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.25,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.25ct,,,,,Karat:18k,Center Stone Color:H,,,,,,,,,,,,,,,
751,https://www.idonowidont.com/diamonds/engagement-ring-center-cushion-cut-101ct-diamond-648911,"$4,500.00",Carat:1.01 - 2.00 ct,,Metal Type:Rose Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:1.01ct,Center stone clarity:SI1,Cut:Very Good,Certification:AGI,,Karat:14k,Center Stone Color:G,,Side stone weights (if applicable):0.50ct,,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
752,https://www.idonowidont.com/diamonds/63-cushion-diamond-engagement-ring-and-14kw-gold-wedding-band-655296,"$2,000.00",Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:7.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:0.63ct,Center stone clarity:SI1,Cut:Very Good,Certification:None,,Karat:14k,Center Stone Color:E,,Side stone weights (if applicable):0.22ct,Side stone clarity:VS2,,,,,,,,,,,,
753,https://www.idonowidont.com/diamonds/325-diamond-ring-305-i-vs1-ex-ex-ex-center-igi-606641,"$19,500.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:3.05ct,Center stone clarity:VS1,Cut:Excellent,Certification:IGI,Lab-Grown Diamond:Lab-Grown Diamond,Karat:14k,Center Stone Color:I,,Side stone weights (if applicable):0.20ct,,,,,,,,,,,,,
754,https://www.idonowidont.com/diamonds/220-scott-kay-diamond-ring-asscher-cut-ceter-gia-601831,"$13,200.00",Carat:2.01 - 3.00 ct,Brand:Scott Kay,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Asscher,Center stone weight:1.70ct,Center stone clarity:VS2,,Certification:GIA,,Karat:14k,Center Stone Color:I,,Side stone weights (if applicable):0.50ct,,,,,,,,,,,,,
755,https://www.idonowidont.com/diamonds/vintage-platinum-tacori-style-ring-style-wedding-band-combo-100ct-moissanite-521811,"$3,600.00",Carat:1.01 - 2.00 ct,,Metal Type:Platinum,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.00ct,,Cut:Excellent,Certification:GIA,,,,,Side stone weights (if applicable):0.50ct,,,,,,,,,,,,,
756,https://www.idonowidont.com/diamonds/200-ct-i-vs1-emerald-cut-gia-certified-pave-diamond-mounting-560271,"$12,900.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Emerald,Center stone weight:1.50ct,Center stone clarity:VS1,,Certification:GIA,,Karat:14k,Center Stone Color:I,,Side stone weights (if applicable):0.50ct,,,,,,,,,,,,,
757,https://www.idonowidont.com/diamonds/brand-new-603-platinum-diamond-ring-band-save-thousands-560986,"$79,900.00",Carat:4.00 ct or more,,Metal Type:Platinum,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,,Center stone weight:5.03ct,Center stone clarity:VS1,,Certification:GIA,,,Center Stone Color:K,Certificate #:See photo,Side stone weights (if applicable):1.00ct,,,,,,,,,,,,,
758,https://www.idonowidont.com/diamonds/amazing-ring-150ct-ivs1center-gia-certified-solitaire-502311,"$11,999.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.50ct,Center stone clarity:VS1,Cut:Very Good,Certification:GIA,,,Center Stone Color:I,,,,,Gender:Women,,,,,,,,,,
759,https://www.idonowidont.com/diamonds/stunning-100-ct-custom-engagement-ring-and-accompanying-wedding-band-586286,"$1,750.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:7.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.50ct,Center stone clarity:SI2,,,,Karat:14k,Center Stone Color:H,,Side stone weights (if applicable):0.50ct,Side stone clarity:SI2,,,,,,,,,,,,
760,https://www.idonowidont.com/diamonds/engagement-ring-600ct-center-green-emerald-and-two-trapezoid-diamonds-sides-648076,"$3,999.00",Carat:4.00 ct or more,,Metal Type:Platinum,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Emerald,Center stone weight:6.00ct,,,Certification:OTHER,,,,,Side stone weights (if applicable):0.50ct,,,,,,,,,,,,,
761,https://www.idonowidont.com/diamonds/320ct-oval-pave-diamond-ring-250-j-vvs2-oval-comes-gia-certified-center-575191,"$25,900.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Oval,Center stone weight:2.50ct,Center stone clarity:VVS2,,Certification:GIA,,Karat:14k,Center Stone Color:J,Certificate #:SEE PHOTO,Side stone weights (if applicable):0.70ct,,,,,,,,,,,,,
762,https://www.idonowidont.com/diamonds/170-plat-oval-diamond-solitaire-ring-baguettes-150-i-vs2-gia-center-certified-549386,"$12,999.00",Carat:1.01 - 2.00 ct,,Metal Type:Platinum,,Marketplace: Pre-OwnedEngagement Rings,Shape:Oval,Center stone weight:1.50ct,Center stone clarity:VS1,,Certification:GIA,,Karat:14k,Center Stone Color:I,Certificate #:,Side stone weights (if applicable):0.20ct,,,,,,,,,,,,,
763,https://www.idonowidont.com/diamonds/10000-retail-2004-jb-star-diamond-encircled-platinum-wedding-band-5k-2021-firm-nearly,"$5,000.00",Carat:1.01 - 2.00 ct,,Metal Type:Platinum,Ring size:5.75,Marketplace: Pre-OwnedEngagement Rings,,Center stone weight:1.01ct,,Cut:Very Good,,,,,,,,,,,,,,,,,,,
764,https://www.idonowidont.com/diamonds/delicate-white-gold-engagement-ring-center-122ct-princess-cut-diamond-and-pave-diamonds,"$5,800.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:7.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:1.22ct,Center stone clarity:SI2,,Certification:AGI,,Karat:14k,Center Stone Color:F,,Side stone weights (if applicable):0.75ct,,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
765,https://www.idonowidont.com/diamonds/platinum-engagement-diamond-ring-351ct-total-diamonds-618421,"$25,500.00",Carat:3.01 - 4.00 ct,,,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Oval,Center stone weight:1.51ct,Center stone clarity:SI1,,Certification:GIA,,,Center Stone Color:F,Certificate #:10193489,Side stone weights (if applicable):2.00ct,Side stone clarity:SI1,,,,,,,,,,,,
766,https://www.idonowidont.com/diamonds/engagement-ring-295-ct-total-diamond-weight-video-639366,"$15,118.00",Carat:2.01 - 3.00 ct,,Metal Type:White Gold,Ring size:8.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Oval,Center stone weight:1.70ct,Center stone clarity:SI2,,Certification:GIA,,Karat:14k,Center Stone Color:G,,Side stone weights (if applicable):1.25ct,,,,,,,,,,,,,
767,https://www.idonowidont.com/diamonds/gia-certified-engagement-ring-285-ct-total-diamond-weight-video-639561,"$29,500.00",Carat:2.01 - 3.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:2.15ct,Center stone clarity:VVS2,,Certification:GIA,,Karat:18k,Center Stone Color:F,,Side stone weights (if applicable):0.70ct,,,,,,,,,,,,,
768,https://www.idonowidont.com/diamonds/certified-engagement-ring-362-ct-total-diamond-weight-video-643486,"$12,999.00",Carat:2.01 - 3.00 ct,,Metal Type:White Gold,Ring size:6.25,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:2.01ct,Center stone clarity:SI1,Cut:Very Good,Certification:OTHER,,Karat:18k,Center Stone Color:F,Certificate #:AGI,Side stone weights (if applicable):1.61ct,Side stone clarity:SI1,,,,,,,,,,,,
769,https://www.idonowidont.com/diamonds/yellow-gold-diamond-band-622606,"$2,017.00",Carat:0.0 - 1.0 ct,,Metal Type:Yellow Gold,Ring size:8.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.50ct,,,,,Karat:18k,Center Stone Color:G,,,,,,,,,,,,,,,
770,https://www.idonowidont.com/diamonds/video-engagement-bridal-set-185-ct-total-diamond-weight-639581,"$5,100.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.25,Marketplace: Pre-OwnedEngagement Rings,Shape:Princess,Center stone weight:0.99ct,Center stone clarity:SI1,,Certification:OTHER,,Karat:18k,Center Stone Color:F,,Side stone weights (if applicable):0.86ct,,,,,,,,,,,,,
771,https://www.idonowidont.com/diamonds/video-half-way-18k-white-gold-diamond-band-features-018ct-total-diamonds-639601,$943.00,Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.18ct,Center stone clarity:SI1,,Certification:OTHER,,Karat:18k,Center Stone Color:G,,Side stone weights (if applicable):0.18ct,,,,,,,,,,,,,
772,https://www.idonowidont.com/diamonds/14k-white-gold-engagement-ring-122ct-main-round-diamond-618786,"$5,899.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:5.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.22ct,Center stone clarity:SI2,,Certification:EGL,,Karat:14k,Center Stone Color:G,,Side stone weights (if applicable):0.75ct,,,,,,,,,,,,,
773,https://www.idonowidont.com/diamonds/platinum-engagement-ring-161ct-tdw-635291,"$5,100.00",Carat:1.01 - 2.00 ct,,Metal Type:Platinum,Ring size:8.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.01ct,Center stone clarity:SI1,,Certification:OTHER,,,Center Stone Color:H,,Side stone weights (if applicable):0.60ct,,,,,,,,,,,,,
774,https://www.idonowidont.com/diamonds/elegant-channel-set-diamond-engagement-ring-622591,$773.00,Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.25ct,,,Certification:OTHER,,Karat:14k,,,,,,,,,,,,,,,,
775,https://www.idonowidont.com/diamonds/white-gold-diamond-wedding-band-622621,"$1,423.00",Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:8.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.75ct,,,Certification:OTHER,,Karat:14k,Center Stone Color:G,,,,,,,,,,,,,,,
776,https://www.idonowidont.com/diamonds/white-gold-diamond-wedding-band-622631,"$1,017.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:7.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.60ct,,,Certification:OTHER,,Karat:18k,Center Stone Color:G,,,,,,,,,,,,,,,
777,https://www.idonowidont.com/diamonds/engagement-ring-center-cushion-cut-101ct-diamond-video-647876,"$5,500.00",Carat:1.01 - 2.00 ct,,Metal Type:Rose Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:1.01ct,Center stone clarity:SI1,,Certification:AGI,,Karat:14k,Center Stone Color:G,,Side stone weights (if applicable):0.50ct,,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
778,https://www.idonowidont.com/diamonds/video-fantastic-engagement-ring-center-cushion-cut-101ct-diamond-647881,"$4,900.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:1.01ct,Center stone clarity:SI2,,Certification:AGI,,Karat:18k,Center Stone Color:F,,Side stone weights (if applicable):0.25ct,,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
779,https://www.idonowidont.com/diamonds/amazing-050ct-round-cut-engagement-ring-video-643496,"$1,900.00",Carat:0.0 - 1.0 ct,,Metal Type:Platinum,Ring size:4.25,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.50ct,,,,,,,,,,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
780,https://www.idonowidont.com/diamonds/half-way-18k-white-gold-diamond-band-features-025ct-total-diamonds-video-639596,$950.00,Carat:0.0 - 1.0 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.25ct,Center stone clarity:SI1,,Certification:OTHER,,Karat:18k,Center Stone Color:G,,Side stone weights (if applicable):0.25ct,,,,,,,,,,,,,
781,https://www.idonowidont.com/diamonds/beautiful-color-stone-cocktail-ring-center-blue-sapphire-and-side-diamonds-622811,"$2,599.00",Carat:4.00 ct or more,,Metal Type:White Gold,Ring size:7.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:11.00ct,,,Certification:OTHER,,Karat:14k,,,Side stone weights (if applicable):1.00ct,,,,,,,,,,,,,
782,https://www.idonowidont.com/diamonds/251-carat-gia-i-color-vs2-certified-round-cut-diamond-engagement-ring-542201,"$18,990.00",Carat:2.01 - 3.00 ct,,Metal Type:White Gold,Ring size:6.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:2.01ct,Center stone clarity:VS2,Cut:Very Good,Certification:GIA,,Karat:18k,Center Stone Color:I,,Side stone weights (if applicable):0.50ct,,,,,,,,,,,,,
783,https://www.idonowidont.com/diamonds/400-set-diamond-ring-set-250i-si1-gia-cushion-center-wedding-band-combo-630941,"$22,500.00",Carat:3.01 - 4.00 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Cushion,Center stone weight:2.50ct,Center stone clarity:SI1,,Certification:GIA,,Karat:18k,Center Stone Color:I,,,,,,,,,,,,,,,
784,https://www.idonowidont.com/diamonds/stunning-gia-certified-080ct-i-vvs1-excellent-cut-round-stone-platinum-014ct-petite-pave,"$3,000.00",Carat:0.0 - 1.0 ct,Brand:James Allen,Metal Type:Platinum,Ring size:3.00,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:0.80ct,Center stone clarity:VVS1,Cut:Excellent,Certification:GIA,,,Center Stone Color:I,Certificate #:1265710438,Side stone weights (if applicable):0.14ct,Side stone clarity:VS2,,,,,,,,,,,,
785,https://www.idonowidont.com/diamonds/modern-customized-152-carat-18kt-white-gold-amazing-deal-638281,"$4,600.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,,Marketplace: Pre-OwnedEngagement Rings,Shape:Round,Center stone weight:1.01ct,Center stone clarity:SI2,Cut:Very Good,Certification:OTHER,,Karat:18k,Center Stone Color:G,,Side stone weights (if applicable):0.51ct,Side stone clarity:SI1,,,,,,,,,,,,
786,https://www.idonowidont.com/diamonds/certified-engagement-ring-center-emerald-100ct-diamond-and-side-diamonds-631321,"$5,750.00",Carat:1.01 - 2.00 ct,,Metal Type:White Gold,Ring size:6.50,Marketplace: Pre-OwnedEngagement Rings,Shape:Emerald,Center stone weight:1.00ct,Center stone clarity:SI1,,Certification:OTHER,,Karat:18k,Center Stone Color:G,,Side stone weights (if applicable):0.45ct,,Clarity Enhanced:Clarity Enhanced,,,,,,,,,,,
